maybe you've thought about them , too .	也許你也想過他們 。
this is not a real incision .	這不是真正的興奮 。
because the data just doesn't lie .	因為數據並不謊言 。
that's what broke my heart .	這就是我心碎的原因 。
but there's an important caveat .	但有個很重要的洞穴 。
so to do that , it's easy .	所以 , 要做到這一點 , 很容易 。
you're very happy about this part .	你對這部分很高興 。
it didn't exactly work out that way .	這並不是這樣運作的 。
or how about 'ball' ? "	或者 , 關於 「 芭蕾 」 呢 ?
you know , i bet you are too .	你知道 , 我賭你們也是 。
it's a difficult place to work in .	很難在工作的地方工作 。
who is going to take care of my child ?	誰會照顧我的孩子 ?
why do you feel sorry for them ?	為什麼你對他們感到抱歉 ?
most girls end up pregnant .	大部分的女孩最後都懷孕了 。
your parents were peaceful people .	你的父母是和平的人 。
let's talk about a few of them .	我們來談談其中一些 。
that's power if i ever saw it .	這是我看過的力量 。
i witnessed killing . . .	我目睹殺人 。
but it hasn't always been easy .	但它並不總是很容易 。
that's the operative word .	這是典型的詞彙 。
now , the recession .	現在 , 退休 。
the mechanism isn't clear .	機制並不清楚 。
a terrorist attack .	恐怖攻擊 。
they hoped that other people would do so .	他們希望其他人會這樣做 。
it's on this side of the brain .	它在大腦的這一邊 。
" did anybody hear that ? "	「 有人聽到了嗎 ? 」
and within it , the amazement .	在裡面 , 紀念館內 。
on some days , i could do no work .	在某些日子裡 , 我無法做任何工作 。
brownway: good morning .	布朗:早上好早上 。
it's not too difficult to do that .	這並不難做到 。
how many followers have i gained ?	我得到了多少追隨者 ?
today's its debut .	今天是它的預算 。
and we have taken pictures like this .	我們拍了像這樣的照片 。
tw: show me the data .	彼得:給我看數據 。
thank you very much for your attention .	謝謝你們的注意力
and we're going to do it .	我們會這樣做 。
well , wait a minute .	等一下 。
he doesn't need adam .	他不需要亞當 。
so , how did it just do that ?	所以 , 它是怎麼做到的 ?
there he's starting to walk .	他開始走路 。
and here are the ducks again .	這是鴨子 。
you see how this works , right ?	你可以看到這是怎麼運作的 , 對吧 ?
and be clearheaded about it .	很清楚的說法 。
show me the evidence . "	向我展示證據 。 」
we thought of people as a liability .	我們認為人們是有能力的 。
he called them " partons . "	他稱之為 「 零件 」 。
we actually have to do something about it .	我們必須做點什麼 。
and the other way is to share stories .	另一種方式是分享故事 。
so here's the quiz .	所以 , 這裡是博士學位 。
that is how our women dress .	這就是我們的女性穿著的方式 。
i've been that ahole .	我一直這樣做 。
we should retain those people .	我們應該維持這些人 。
and this is where the story begins .	這是故事開始的地方 。
and so this is what i tell them .	這就是我告訴他們的 。
it's just the way it is .	它只是它的方式 。
it did have a ram pack .	它確實有一支雷射包 。
ninetyseven percent .	97% 。
hk: yay .	hk:yay 。
and yeah , we're there .	是的 , 我們在那裡 。
now let's look to the future .	現在我們來看看未來 。
and they masturbated .	他們會結合在一起 。
that's in the united states .	這是美國 。
that's what i want to know .	這就是我想要知道的 。
we're talking about our mind .	我們在談論我們的心智 。
and he showed her the lever .	他向她展示了槓桿 。
i don't know the answers .	我不知道答案 。
right ? how do you capture that ?	對吧 ? 你要如何捕捉到呢 ?
we got to our campsite .	我們到我們的營地 。
he talked to me about his children .	他跟我談到他的孩子 。
now people had to take an action .	現在人們必須採取行動 。
that's an easy question , right ?	這是一個簡單的問題 , 對吧 ?
what about the rest of the pie ?	剩下的管子呢 ?
nn: thank you for asking .	諾曼:謝謝你問 。
why am i telling you this story ?	為什麼我要告訴你這個故事 ?
