maybe you've thought about them , too .	也許你也想過他們 。
this is not a real incision .	這不是真正的關聯 。
because the data just doesn't lie .	因為這些數據並不謊言 。
that's what broke my heart .	這就是我心碎的原因 。
but there's an important caveat .	但有一個很重要的洞穴 。
so to do that , it's easy .	為了做到這一點 , 很容易 。
you're very happy about this part .	你對這個部分很高興 。
it didn't exactly work out that way .	並不是這樣做 。
or how about 'ball' ? "	或者 , 「 球會怎樣 ? 」
you know , i bet you are too .	你知道 , 我打賭你們也是 。
it's a difficult place to work in .	工作是很難的地方 。
who is going to take care of my child ?	誰會照顧我的孩子 ?
why do you feel sorry for them ?	為什麼你對他們感到很抱歉 ?
most girls end up pregnant .	大部分的女孩最後都懷孕了 。
your parents were peaceful people .	你的父母是和平的人 。
let's talk about a few of them .	我們來談談其中一些 。
that's power if i ever saw it .	如果我看過 , 這是權力 。
i witnessed killing . . .	我目睹了殺戮......
but it hasn't always been easy .	但它並不總是容易 。
that's the operative word .	這就是操作詞 。
now , the recession .	現在 , 衰退 。
the mechanism isn't clear .	機制並不明顯 。
a terrorist attack .	恐怖襲擊 。
they hoped that other people would do so .	他們希望其他人會這樣做 。
it's on this side of the brain .	它在大腦的這一邊 。
" did anybody hear that ? "	「 有人聽過嗎 ? 」
and within it , the amazement .	在裡面 , 令人驚訝 。
on some days , i could do no work .	有些時候 , 我做不到工作 。
brownway: good morning .	班:早上好 。
it's not too difficult to do that .	做這件事並不難 。
how many followers have i gained ?	我得到了多少追隨者 ?
today's its debut .	今天它的預算 。
and we have taken pictures like this .	我們拍了像這樣的照片 。
tw: show me the data .	泰瑞克:給我看數據 。
thank you very much for your attention .	謝謝你們的注意力 。
and we're going to do it .	我們要這樣做 。
well , wait a minute .	等一下 。
he doesn't need adam .	他不需要亞當 。
so , how did it just do that ?	所以 , 它是怎麼做到的 ?
there he's starting to walk .	他開始走路 。
and here are the ducks again .	這裡是鴨子 。
you see how this works , right ?	你可以看到這是怎麼運作的 , 對吧 ?
and be clearheaded about it .	很明顯地 , 大家都很清楚 。
show me the evidence . "	給我看證據 。 」
we thought of people as a liability .	我們認為人們是有能力的 。
he called them " partons . "	他稱之為 「 零件 」 。
we actually have to do something about it .	我們必須做點什麼 。
and the other way is to share stories .	另一種方式是分享故事 。
so here's the quiz .	所以 , 這裡是先生 。
that is how our women dress .	這就是我們女性穿的 。
i've been that ahole .	我一直都是這樣 。
we should retain those people .	我們應該保留這些人 。
and this is where the story begins .	這就是故事開始的地方 。
and so this is what i tell them .	這就是我告訴他們的 。
it's just the way it is .	它只是它的方式 。
it did have a ram pack .	它確實有一塊強暴包 。
ninetyseven percent .	98% 。
hk: yay .	哈克:耶 。
and yeah , we're there .	沒錯 , 我們就在那裡 。
now let's look to the future .	現在我們來看看未來 。
and they masturbated .	而且他們對此感到很困惑 。
that's in the united states .	那是在美國 。
that's what i want to know .	這就是我想要知道的 。
we're talking about our mind .	我們在談論我們的心智 。
and he showed her the lever .	他給她看了槓桿 。
i don't know the answers .	我不知道答案 。
right ? how do you capture that ?	對吧 ? 你要如何捕捉到 ?
we got to our campsite .	我們到了我們的營地 。
he talked to me about his children .	他跟我談到他的孩子 。
now people had to take an action .	現在人們必須採取行動 。
that's an easy question , right ?	這是個簡單的問題 , 對吧 ?
what about the rest of the pie ?	剩下的藥呢 ?
nn: thank you for asking .	尼:謝謝你要問 。
why am i telling you this story ?	為什麼我要告訴你這個故事 ?
now we say , oh , my god .	現在我們說 , 喔 , 我的天啊 。
" will my kid be all right ? "	「 我的孩子會是對的 ? 」
the greenest class in new york city .	紐約市最綠色的課程 。
can never tell if it's on .	永遠不會知道它是否存在 。
phone: hey , where are you ?	電話:嘿 , 你在哪裡 ?
and her voice was the most powerful voice .	她的聲音是最強大的聲音 。
oh , look how it lies there .	喔 , 看看那裡的謊言 。
gone , gone , gone .	去了 , 去了 , 去了 。
the answer is: a power plant .	答案是:電廠 。
that's a great arm protection !	那是一件很棒的手臂保護 !
i write for those same reasons .	我寫了同樣的理由 。
everybody: i am my connectome .	每個人都:我是我的連結 。
so what happened in colombia ?	所以哥倫比亞發生了什麼事 ?
what will brain theory look like ?	大腦理論會是什麼樣子 ?
titans need not apply .	泰坦人不需要申請 。
" and you know , how about us ?	「 你知道 , 我們怎麼辦 ?
women lie more to protect other people .	女性更謊言來保護別人 。
so , how cheap is it ?	所以 , 它有多便宜 ?
this fish actually has high beams .	這條魚其實有很高的游泳 。
and i remember thinking , this is it .	我記得我在想 , 這是這樣 。
monkey has like you have .	猴子就像你一樣 。
bg: don't go away .	bg:別走了 。
and we need to do their work now .	我們現在需要做他們的工作 。
and it looked kind of like this .	看起來有點像這樣 。
" why do you invest in new ideas ?	「 你為什麼要投資新點子 ?
do you have safe housing ? "	你有安全房子嗎 ? 」
light is incredibly fast .	光是非常快 。
and the light goes through that hole .	光穿越了那個洞 。
you can wait as long as you want .	你可以等到你想要的時候 。
i'm going to show you this .	我要給你們看 。
a person can never be broken .	一個人永遠不會被破壞 。
and number four: find joy .	第四:找到喜悅 。
people don't build anything this way .	人們不會用這種方式建造任何東西 。
see , i'm an artist .	我是一個藝術家 。
we did the design for that 2008 .	我們為2008年做了設計 。
what if you just see or hear it ?	如果你只能看到或聽到它呢 ?
we are in excellent company .	我們在很棒的公司裡 。
these are quadcopters .	這些是四軸編碼器 。
one is that we are always teaching .	第一 , 我們總是在教導 。
and i finally have stabilized .	最後我終於穩定了 。
that's a little bit scary .	這有點害怕 。
what about energy conservation ?	能源保育呢 ?
now i think it's too easy .	我覺得這太容易了 。
they’re thinking about the same things .	他們在想同樣的事 。
fellas , we are the problem .	同胞 , 我們是問題 。
i flew here yesterday .	昨天我飛到這裡 。
he even reached 105 meters .	他甚至達到了105公尺 。
most people fled abroad .	大部分的人都逃離了外國 。
and sometimes they just capture stars .	有時候他們只能捕捉星 。
and it's a madeup word .	這是個有創意的詞 。
it remembers that it's cancer .	它還記得它是癌症 。
got a very short clip here .	這裡有個很短的影片 。
how are you sleeping ?	你要怎麼睡覺 ?
you can start to know where things are .	你可以開始了解事物在哪裡 。
here is a computer simulation .	這是電腦模擬 。
now , that was a long time ago .	現在 , 那是很久以前的事 。
so let's look to the future .	讓我們來看看未來 。
how do you get around it , though ?	不過 , 你要如何繞過它呢 ?
the west should try it out .	西方應該試試 。
you need to measure all of them .	你需要測量所有這些東西 。
let's take a step back .	讓我們退一步 。
it's pretty obvious , right ?	這很明顯 , 對吧 ?
i happen to have triplets .	我剛好有了三倍 。
we actually do it all the time .	我們經常做這件事 。
nm: okay . sure .	娜:好的 。 當然 。
there were many other things to do .	還有很多其他的事情要做 。
so what's going to happen ?	所以 , 會發生什麼事 ?
we started with sports .	我們從運動開始 。
okay , what about the sun ?	好吧 , 那太陽呢 ?
dc: there we go .	dc:我們去了 。
it's actually about three percent .	其實大約是百分之三 。
and i said , " yes . "	我說: 「 是的 。 」
you really can make this change happen .	你真的可以做出改變 。
and they just make better decisions .	他們只是做出更好的決策 。
and what did they notice ?	他們注意到什麼 ?
there's nothing special about it .	這一點都不特別 。
thank you , thank you so much .	謝謝 , 謝謝大家 。
now , think just for a second .	現在 , 想想看 。
imagine that orchestration .	想像一下那片森林 。
