maybe you've thought about them , too .	也許你也想過他們 。
this is not a real incision .	這不是一個真正的關聯 。
because the data just doesn't lie .	因為資料並不清單 。
that's what broke my heart .	這就是我心碎的 。
but there's an important caveat .	但有一個很重要的洞穴 。
so to do that , it's easy .	為了做到這一點 , 很容易 。
you're very happy about this part .	你對這個部分很高興 。
it didn't exactly work out that way .	並不是這樣運作的 。
or how about 'ball' ? "	或是關於 「 芭蕾 」 ?
you know , i bet you are too .	你知道的 , 我也賭你 。
it's a difficult place to work in .	很難在其中工作 。
who is going to take care of my child ?	誰會照顧我的孩子 ?
why do you feel sorry for them ?	為什麼你覺得很抱歉 ?
most girls end up pregnant .	大部分女孩最後都懷孕了 。
your parents were peaceful people .	你的父母是和平的人 。
let's talk about a few of them .	我們來談談其中幾個 。
that's power if i ever saw it .	如果我看過它 , 那就是權力 。
i witnessed killing . . .	我目擊了殺人 。
but it hasn't always been easy .	但它並不總是容易 。
that's the operative word .	那就是 「 操作詞 」 。
now , the recession .	現在 , 退休 。
the mechanism isn't clear .	機制並不清楚 。
a terrorist attack .	恐怖襲擊 。
they hoped that other people would do so .	他們希望其他人會這樣做 。
it's on this side of the brain .	它在大腦的這一邊 。
" did anybody hear that ? "	「 有沒有人聽過這一點嗎 ? 」
and within it , the amazement .	在裡面 , 零 。
on some days , i could do no work .	有些時候 , 我做不到 。
brownway: good morning .	布朗:早晨好 。
it's not too difficult to do that .	這樣做不太難 。
how many followers have i gained ?	我收到多少追隨者 ?
today's its debut .	現今是它的貢獻 。
and we have taken pictures like this .	我們拍了像這樣的照片 。
tw: show me the data .	tw:給我看資料 。
thank you very much for your attention .	非常感謝你的注意力 。
and we're going to do it .	我們會這樣做 。
well , wait a minute .	等一下 。
he doesn't need adam .	他不需要亞當 。
so , how did it just do that ?	所以 , 它是怎麼做到的 ?
there he's starting to walk .	他開始走路 。
and here are the ducks again .	這是鴨子 。
you see how this works , right ?	你可以看到這是怎麼運作的 , 對吧 ?
and be clearheaded about it .	很明顯地 , 大家都知道它 。
show me the evidence . "	給我看證據 。 」
we thought of people as a liability .	我們認為人們是有能力的 。
he called them " partons . "	他稱之為 「 零件 」 。
we actually have to do something about it .	我們必須做點什麼 。
and the other way is to share stories .	另一種方式是分享故事 。
so here's the quiz .	這裡是z 。
that is how our women dress .	這就是我們女性的衣服 。
i've been that ahole .	我一直這樣做 。
we should retain those people .	我們應該保持這些人 。
and this is where the story begins .	這是故事開始的地方 。
and so this is what i tell them .	這就是我告訴他們的 。
it's just the way it is .	只是這樣 。
it did have a ram pack .	它的確有種族包裝 。
ninetyseven percent .	97% 。
hk: yay .	hk:yay 。
and yeah , we're there .	是的 , 我們在那裡 。
now let's look to the future .	現在我們來看看未來 。
and they masturbated .	他們都很困惑 。
that's in the united states .	這是美國 。
that's what i want to know .	這就是我想要知道的 。
we're talking about our mind .	我們在談論我們的心智 。
and he showed her the lever .	他向她展示了這個槓桿 。
i don't know the answers .	我不知道答案 。
right ? how do you capture that ?	對吧 ? 你要如何捕捉到這一點 ?
we got to our campsite .	我們要到我們的營地 。
he talked to me about his children .	他跟我談到他的孩子 。
now people had to take an action .	現在人們必須採取行動 。
that's an easy question , right ?	這是個簡單的問題 , 對吧 ?
what about the rest of the pie ?	剩下的管子呢 ?
nn: thank you for asking .	nn:謝謝你要問 。
why am i telling you this story ?	為什麼我要告訴你們這個故事 ?
now we say , oh , my god .	現在我們說 , 喔 , 我的天啊 !
" will my kid be all right ? "	「 我的孩子會是對的嗎 ? 」
the greenest class in new york city .	在紐約市最綠色的課程 。
can never tell if it's on .	永遠不會告訴你它是否存在 。
phone: hey , where are you ?	電話:嘿 , 你在哪裡 ?
and her voice was the most powerful voice .	她的聲音是最強大的聲音 。
oh , look how it lies there .	喔 , 看看那裡是怎麼說的 。
gone , gone , gone .	去 , 去吧 , 去吧 。
the answer is: a power plant .	答案是:電廠 。
that's a great arm protection !	這是一個很棒的軍隊保護 !
i write for those same reasons .	我寫同樣的理由 。
everybody: i am my connectome .	大家:我是我的連結 。
so what happened in colombia ?	所以在哥倫比亞發生了什麼事 ?
what will brain theory look like ?	大腦理論會是什麼樣子 ?
titans need not apply .	泰坦人不需要應用程式 。
" and you know , how about us ?	「 你知道嗎 ?
women lie more to protect other people .	女性更能保護他人 。
so , how cheap is it ?	所以 , 價格有多便宜 ?
this fish actually has high beams .	這個魚其實有高水流 。
and i remember thinking , this is it .	我記得我在想 , 這是它 。
monkey has like you have .	猴子跟你一樣 。
bg: don't go away .	bg:不要消失 。
and we need to do their work now .	我們現在得要做他們的工作 。
and it looked kind of like this .	它看起來像這樣 。
" why do you invest in new ideas ?	「 為什麼你投資在新點子上 ?
do you have safe housing ? "	你有安全的住房嗎 ? 」
light is incredibly fast .	光很快 。
and the light goes through that hole .	光線穿過那個洞 。
you can wait as long as you want .	只要你想要的話 , 你就可以等待 。
i'm going to show you this .	我要給大家看這個 。
a person can never be broken .	一個人永遠不會被破壞 。
and number four: find joy .	第四:找到喜悅 。
people don't build anything this way .	人們不這樣做 。
see , i'm an artist .	我是一位藝術家 。
we did the design for that 2008 .	我們為那2008年為此做了設計 。
what if you just see or hear it ?	如果你只是看到或聽到它呢 ?
we are in excellent company .	我們在很棒的公司裡 。
these are quadcopters .	這些是四軸的記者 。
one is that we are always teaching .	第一 , 我們總是在教導 。
and i finally have stabilized .	最後我終於已經穩定了 。
that's a little bit scary .	這有點可怕 。
what about energy conservation ?	能源保育是什麼 ?
now i think it's too easy .	我覺得這太容易了 。
they’re thinking about the same things .	他們在思考同樣的事情 。
fellas , we are the problem .	費洛斯 , 我們是問題的 。
i flew here yesterday .	昨天我飛到這裡 。
he even reached 105 meters .	他甚至接觸了105公尺 。
most people fled abroad .	大部分人都逃離了阿拉伯 。
and sometimes they just capture stars .	有時候他們只是捕捉星星 。
and it's a madeup word .	這是一個很蠢的字 。
it remembers that it's cancer .	它記住它是癌症 。
got a very short clip here .	這裡有個很短的影片 。
how are you sleeping ?	你要如何睡覺 ?
you can start to know where things are .	你可以開始知道事情在哪裡 。
here is a computer simulation .	這是一個電腦模擬 。
now , that was a long time ago .	這是很久以前的事 。
so let's look to the future .	讓我們看看未來 。
how do you get around it , though ?	但你要如何走到它旁邊 ?
the west should try it out .	西方應該試試看 。
you need to measure all of them .	你得要測量所有這些 。
let's take a step back .	讓我們回到一步 。
it's pretty obvious , right ?	很明顯 , 對吧 ?
i happen to have triplets .	我剛好有三次探索 。
we actually do it all the time .	其實我們常常會這樣做 。
nm: okay . sure .	安德森:好的 。 當然 。
there were many other things to do .	還有許多其他事情要做 。
so what's going to happen ?	那麼 , 會發生什麼事 ?
we started with sports .	我們從運動開始 。
okay , what about the sun ?	好 , 太陽呢 ?
dc: there we go .	dc:我們去了 。
it's actually about three percent .	其實大約有3% 。
and i said , " yes . "	我說: 「 是的 。 」
you really can make this change happen .	你真的可以做出改變 。
and they just make better decisions .	他們只是做出更好的決定 。
and what did they notice ?	他們注意到什麼 ?
there's nothing special about it .	什麼都沒有特別的 。
thank you , thank you so much .	謝謝 , 非常謝謝 。
now , think just for a second .	現在 , 想想一下 。
imagine that orchestration .	想像一下這張圖 。
first up is dual processing .	首先是雙重的過程 。
well , i started feeling stronger .	嗯 , 我開始感覺更強烈 。
and they didn't stop there .	他們不停在那裡 。
the first is intensity .	第一個是強烈的 。
but that care means also you learn .	但那就意味著你也學到了 。
and people can walk on the building .	人們可以走到建築上 。
and little moments in my life .	我人生中的小時刻 。
this is my final piece .	這是我的最後一部分 。
because we all stem from africa .	因為我們都來自非洲 。
meet my friend jonathan .	見到我的朋友約翰 。
many of you will know this picture .	很多人會知道這張照片 。
they put it online for free .	他們把它放到網路上 。
the rest is in storage .	剩下的是儲存 。
that case is under appeal .	這個案例在顯著下 。
no , no . the other way .	不 , 不 , 另一方面 。
sn: where . where .	sn:在哪裡 。
i didn't put him in .	我沒有把他放進去 。
you're critical .	你是很重要的 。
she's worried .	她擔心 。
it's loneliness .	它是孤獨 。
well , this is bad cop .	嗯 , 這很糟糕 。
get uniformitarian .	取得單位主義者 。
and let me just show you that .	讓我給大家看一下 。
but i can taste things .	但我可以嚐到一些東西 。
they're just like everyone else .	他們就像其他人一樣 。
and i'll tell you why .	我會告訴你為什麼 。
in fact , it's not .	事實上 , 這不是 。
and protest is only one .	抗議只有一個 。
he was an observer .	他是個觀察者 。
and that's what you get .	這就是你得到的 。
it's easy to bend .	很容易彎曲 。
my story is the power of choice .	我的故事是選擇的力量 。
we have to fix our media .	我們必須修復我們的媒體 。
he looked happy to see me .	他看起來很高興看到我 。
first: financial .	首先:財務 。
and i believe the answer is yes .	我相信答案是對的 。
we'd like to understand that .	我們想要了解這一點 。
we can change the incentive .	我們可以改變激勵力 。
how are we going to get that ?	我們要如何做到這一點 ?
so what were we going to do ?	所以我們要怎麼做 ?
think for a moment about your car .	想想你的車子 。
so what is it that we fear ?	所以 , 我們害怕什麼 ?
it’s her job to learn .	她的工作是要學習 。
and the short answer is games .	簡短的答案是遊戲 。
this is an ecological network .	這是一個生態網路 。
it's bamboo .	這是竹子 。
they actually want to hear about this .	他們真的想聽到這一點 。
some of you might have seen it .	有些人可能看過 。
and i was part of that .	我就是其中之一 。
they're not thought of .	他們沒有想過 。
um , he was happy .	嗯 , 他很開心 。
because what's the difference ?	因為有什麼差異 ?
it felt futile .	感覺很困惑 。
so can we have that second ?	所以 , 我們能有這秒鐘嗎 ?
