maybe you've thought about them , too .	也許你也想過他們 。
this is not a real incision .	這不是真正的關聯 。
because the data just doesn't lie .	因為數據不說謊 。
that's what broke my heart .	這就是我心碎的 。
but there's an important caveat .	但有個很重要的洞穴 。
so to do that , it's easy .	為了做到這一點 , 很簡單 。
you're very happy about this part .	你對這部分很高興 。
it didn't exactly work out that way .	並不是這樣運作的 。
or how about 'ball' ? "	或 「 球會怎麼辦 ? 」
you know , i bet you are too .	我賭你們也是 。
it's a difficult place to work in .	很難在工作的地方工作 。
who is going to take care of my child ?	誰會照顧我的孩子 ?
why do you feel sorry for them ?	為什麼你對他們感到抱歉 ?
most girls end up pregnant .	大部分的女孩最後都懷孕了 。
your parents were peaceful people .	你的父母是和平的人 。
let's talk about a few of them .	我們來談談其中幾個 。
that's power if i ever saw it .	這是我看過的力量 。
i witnessed killing . . .	我目睹殺戮......
but it hasn't always been easy .	但它並不總是簡單 。
that's the operative word .	這是操作詞 。
now , the recession .	現在 , 衰退 。
the mechanism isn't clear .	機制並不清楚 。
a terrorist attack .	恐怖主義攻擊 。
they hoped that other people would do so .	他們希望其他人會這樣做 。
it's on this side of the brain .	它在大腦的這一邊 。
" did anybody hear that ? "	「 有人聽過嗎 ? 」
and within it , the amazement .	在裡面 , 驚喜 。
on some days , i could do no work .	有些日子 , 我做不到工作 。
brownway: good morning .	班:早上好早上 。
it's not too difficult to do that .	這不是太難做到的 。
how many followers have i gained ?	我得到了多少追隨者 ?
today's its debut .	今天是它的預算 。
and we have taken pictures like this .	我們拍了像這樣的照片 。
tw: show me the data .	tw:讓我看看數據 。
thank you very much for your attention .	非常感謝你們的注意力 。
and we're going to do it .	我們要做 。
well , wait a minute .	等一下 。
he doesn't need adam .	他不需要亞當 。
so , how did it just do that ?	所以 , 它是如何做到的 ?
there he's starting to walk .	他開始走路 。
and here are the ducks again .	這是鴨子 。
you see how this works , right ?	你可以看到這是如何運作的 , 對吧 ?
and be clearheaded about it .	很明顯的說法 。
show me the evidence . "	給我看證據 。 」
we thought of people as a liability .	我們把人們視為是有能力的 。
he called them " partons . "	他稱之為 「 零件 」 。
we actually have to do something about it .	我們必須做點什麼 。
and the other way is to share stories .	另一種方式是分享故事 。
so here's the quiz .	這裡是拉茲 。
that is how our women dress .	這就是我們女性穿的衣服 。
i've been that ahole .	我一直這樣做 。
we should retain those people .	我們應該維持這些人 。
and this is where the story begins .	這是故事開始的地方 。
and so this is what i tell them .	這就是我告訴他們的 。
it's just the way it is .	只是這樣 。
it did have a ram pack .	它有一塊暴風板 。
ninetyseven percent .	94% 。
hk: yay .	哈克:好 。
and yeah , we're there .	沒錯 , 我們就在那裡 。
now let's look to the future .	讓我們看看未來 。
and they masturbated .	他們對此感到困惑 。
that's in the united states .	這是美國 。
that's what i want to know .	這就是我想要知道的 。
we're talking about our mind .	我們在談我們的心智 。
and he showed her the lever .	他向她展示了槓桿 。
i don't know the answers .	我不知道答案 。
right ? how do you capture that ?	對吧 ? 你怎麼捕捉到呢 ?
we got to our campsite .	我們去了我們的營地 。
he talked to me about his children .	他跟我談到他的孩子 。
now people had to take an action .	現在人們必須採取行動 。
that's an easy question , right ?	這是個簡單的問題 , 對吧 ?
what about the rest of the pie ?	其他的豬呢 ?
nn: thank you for asking .	諾曼:謝謝你要問 。
why am i telling you this story ?	為什麼我要告訴你們這個故事 ?
now we say , oh , my god .	現在我們說 , 喔 , 我的天啊 。
" will my kid be all right ? "	「 我的孩子會是對的嗎 ? 」
the greenest class in new york city .	紐約市最綠色的教室 。
can never tell if it's on .	永遠不會知道它是否存在 。
phone: hey , where are you ?	電話:嘿 , 你在哪裡 ?
and her voice was the most powerful voice .	她的聲音是最強大的聲音 。
