maybe you've thought about them , too .	也許你也想過他們 。
this is not a real incision .	這不是真正的關聯 。
because the data just doesn't lie .	因為數據只是不說謊 。
that's what broke my heart .	那就是破碎我的心 。
but there's an important caveat .	但有個很重要的洞穴 。
so to do that , it's easy .	為了做到這一點 , 很容易 。
you're very happy about this part .	你對這部分非常開心 。
it didn't exactly work out that way .	這並不完全有效 。
or how about 'ball' ? "	或者 「 球會怎麼辦 ? 」
you know , i bet you are too .	你知道 , 我打賭你們也是 。
it's a difficult place to work in .	這是一個很難工作的地方 。
who is going to take care of my child ?	誰會照顧我的孩子 ?
why do you feel sorry for them ?	為什麼你對他們感到抱歉 ?
most girls end up pregnant .	大部分的女孩都懷孕了 。
your parents were peaceful people .	你的父母是和平的人 。
let's talk about a few of them .	我們來談談其中一些 。
that's power if i ever saw it .	如果我看過 , 這是權力 。
i witnessed killing . . .	我目睹了殺戮......
but it hasn't always been easy .	但它並不總是容易 。
that's the operative word .	那就是操作詞 。
now , the recession .	現在 , 衰退 。
the mechanism isn't clear .	機制並不清楚 。
a terrorist attack .	恐怖分子攻擊 。
they hoped that other people would do so .	他們希望其他人會這樣做 。
it's on this side of the brain .	它在大腦的這一邊 。
" did anybody hear that ? "	「 有人聽過嗎 ? 」
and within it , the amazement .	在裡面 , 驚嘆之處 。
on some days , i could do no work .	幾天 , 我做不到 。
brownway: good morning .	布朗威:早安 。
it's not too difficult to do that .	做這件事並不難 。
how many followers have i gained ?	我收到多少追隨者 ?
today's its debut .	今天是它的破壞 。
and we have taken pictures like this .	我們拍了像這樣的照片 。
tw: show me the data .	tw:給我看數據 。
thank you very much for your attention .	謝謝你們的注意力
and we're going to do it .	我們要做 。
well , wait a minute .	等一下 。
he doesn't need adam .	他不需要亞當 。
so , how did it just do that ?	所以 , 它是怎麼做到的 ?
there he's starting to walk .	他開始走路 。
and here are the ducks again .	這是鴨子 。
you see how this works , right ?	你可以看到這是如何運作的 , 對吧 ?
and be clearheaded about it .	很明顯的說法 。
show me the evidence . "	給我看證據 。 」
we thought of people as a liability .	我們把人們視為是可靠的 。
he called them " partons . "	他稱之為 「 零件 」 。
we actually have to do something about it .	我們必須做點什麼 。
and the other way is to share stories .	另一種方式是分享故事 。
so here's the quiz .	這裡是烏賊 。
that is how our women dress .	這就是我們的女性穿著的方式 。
i've been that ahole .	我一直都是這樣 。
we should retain those people .	我們應該保留這些人 。
and this is where the story begins .	這是故事的起點 。
and so this is what i tell them .	這就是我告訴他們的 。
it's just the way it is .	它只是它的方式 。
it did have a ram pack .	它有一塊強暴包 。
ninetyseven percent .	百分之九十 。
hk: yay .	哈克:好 。
and yeah , we're there .	沒錯 , 我們就在那裡 。
now let's look to the future .	現在我們來看看未來 。
and they masturbated .	他們對此感到困惑 。
that's in the united states .	那是在美國 。
that's what i want to know .	這就是我想要知道的 。
we're talking about our mind .	我們正在談論我們的心智 。
and he showed her the lever .	他給她看了槓桿 。
i don't know the answers .	我不知道答案 。
right ? how do you capture that ?	對吧 ? 你要如何捕捉到它 ?
we got to our campsite .	我們去了我們的營地 。
he talked to me about his children .	他跟我談到他的孩子 。
now people had to take an action .	現在人們必須採取行動 。
that's an easy question , right ?	這是個簡單的問題 , 對吧 ?
what about the rest of the pie ?	那其他的藥呢 ?
nn: thank you for asking .	尼:謝謝你請求 。
why am i telling you this story ?	為什麼我要告訴你這個故事 ?
now we say , oh , my god .	現在我們說 , 喔 , 我的天啊 。
" will my kid be all right ? "	「 我的孩子會好嗎 ? 」
the greenest class in new york city .	紐約市最綠色的課程 。
can never tell if it's on .	永遠不會知道它是否存在 。
phone: hey , where are you ?	電話:嘿 , 你在哪裡 ?
and her voice was the most powerful voice .	她的聲音是最強大的聲音 。
oh , look how it lies there .	喔 , 看看它是怎麼說的 。
gone , gone , gone .	去了 , 去了 , 去了 。
the answer is: a power plant .	答案是:電廠 。
that's a great arm protection !	這是一個很棒的手臂保護 !
i write for those same reasons .	我寫了同樣的理由 。
everybody: i am my connectome .	大家:我是我的連結 。
so what happened in colombia ?	所以哥倫比亞發生了什麼事 ?
what will brain theory look like ?	大腦理論會是什麼樣子 ?
titans need not apply .	泰坦人不需要應用 。
" and you know , how about us ?	「 你知道 , 我們該怎麼辦 ?
women lie more to protect other people .	女性更謊言要保護別人 。
so , how cheap is it ?	所以 , 它有多便宜 ?
this fish actually has high beams .	這隻魚其實有高的游泳 。
and i remember thinking , this is it .	我記得我在想 , 這是真的 。
monkey has like you have .	猴子就像你一樣 。
bg: don't go away .	bg:別離開 。
and we need to do their work now .	我們現在需要做他們的工作 。
and it looked kind of like this .	看起來就像這樣 。
" why do you invest in new ideas ?	「 你為什麼要投資新點子 ?
do you have safe housing ? "	你有安全的住宅嗎 ? 」
light is incredibly fast .	光非常快 。
and the light goes through that hole .	光穿過那個洞 。
you can wait as long as you want .	只要你想要的話 , 你就可以等到 。
