maybe you've thought about them , too .	也許你也想過他們 。
this is not a real incision .	這不是真正的意外 。
because the data just doesn't lie .	因為資料並不只是謊言 。
that's what broke my heart .	這就是我心碎的 。
but there's an important caveat .	但有一個重要的洞穴 。
so to do that , it's easy .	為了做到這一點 , 很容易 。
you're very happy about this part .	你很高興這個部分 。
it didn't exactly work out that way .	它並沒有這樣運作 。
or how about 'ball' ? "	或者 , 「 氣球怎麼辦 ? 」
you know , i bet you are too .	我也賭你們 。
it's a difficult place to work in .	很難工作 。
who is going to take care of my child ?	誰會照顧我的孩子 ?
why do you feel sorry for them ?	為什麼你對他們感到抱歉 ?
most girls end up pregnant .	大部分的女孩最終會懷孕 。
your parents were peaceful people .	你的父母是和平的人 。
let's talk about a few of them .	我們來談談其中一些 。
that's power if i ever saw it .	如果我看過它的力量 。
i witnessed killing . . .	我目睹殺害 。
but it hasn't always been easy .	但它並不總是很容易 。
that's the operative word .	這就是操作詞 。
now , the recession .	現在 , 資源 。
the mechanism isn't clear .	機制並不清楚 。
a terrorist attack .	恐怖攻擊 。
they hoped that other people would do so .	他們希望其他人會這樣做 。
it's on this side of the brain .	它在大腦的另一邊 。
" did anybody hear that ? "	「 有人聽過這句話嗎 ? 」
and within it , the amazement .	在裡面 , 紀念館內 。
on some days , i could do no work .	幾天 , 我做不到工作 。
brownway: good morning .	布朗:早上 , 早安 。
it's not too difficult to do that .	很難做到這一點 。
how many followers have i gained ?	我收集了多少追隨者 ?
today's its debut .	今天是它的貢獻 。
and we have taken pictures like this .	我們拍了像這樣的照片 。
tw: show me the data .	tw:給我看資料 。
thank you very much for your attention .	非常感謝你們的注意力 。
and we're going to do it .	我們要做這件事 。
well , wait a minute .	等一下 , 等一下 。
he doesn't need adam .	他不需要亞當 。
so , how did it just do that ?	所以 , 該怎麼做 ?
there he's starting to walk .	他開始走路 。
and here are the ducks again .	這是鴨子 。
you see how this works , right ?	你看這如何運作 , 對吧 ?
and be clearheaded about it .	很明顯的說法 。
show me the evidence . "	給我看證據 。 」
we thought of people as a liability .	我們認為人是有能力的 。
he called them " partons . "	他叫他們 「 部分 」 。
we actually have to do something about it .	我們必須做點什麼 。
and the other way is to share stories .	另一種方式是分享故事 。
so here's the quiz .	這裡是安靜的 。
that is how our women dress .	這就是我們女性穿過的 。
i've been that ahole .	我已經做到了 。
we should retain those people .	我們應該維持那些人 。
and this is where the story begins .	這就是故事開始的地方 。
and so this is what i tell them .	這就是我告訴他們的 。
it's just the way it is .	它只是這樣 。
it did have a ram pack .	它有一支快速的包裝 。
ninetyseven percent .	95% 。
hk: yay .	hk:yay 。
and yeah , we're there .	沒錯 , 我們就在那裡 。
now let's look to the future .	現在我們來看看未來 。
and they masturbated .	他們很興奮 。
that's in the united states .	在美國 。
that's what i want to know .	這就是我想要知道的 。
we're talking about our mind .	我們在談我們的心態 。
and he showed her the lever .	他給她看了她 。
i don't know the answers .	我不知道答案 。
right ? how do you capture that ?	對吧 ? 你要如何捕捉它 ?
we got to our campsite .	我們必須去我們的營地 。
he talked to me about his children .	他跟我談他的孩子 。
now people had to take an action .	現在人們必須採取行動 。
that's an easy question , right ?	這是一個簡單的問題 , 對吧 ?
