maybe you've thought about them , too .	也許你也想過他們 。
this is not a real incision .	這不是真正的關聯 。
because the data just doesn't lie .	因為數據並不謊言 。
that's what broke my heart .	這就是我的心碎 。
but there's an important caveat .	但有一個重要的洞穴 。
so to do that , it's easy .	為了做到這一點 , 很容易 。
you're very happy about this part .	你對此很高興 。
it didn't exactly work out that way .	它不是這樣運作的 。
or how about 'ball' ? "	或如何呢 ? 」
you know , i bet you are too .	你知道 , 我賭你們也是 。
it's a difficult place to work in .	很難工作的地方 。
who is going to take care of my child ?	誰會照顧我的孩子 ?
why do you feel sorry for them ?	為什麼你對他們感到很抱歉 ?
most girls end up pregnant .	大部分的女孩都懷孕了 。
your parents were peaceful people .	你的父母和平 。
let's talk about a few of them .	咱們來談其中一些 。
that's power if i ever saw it .	如果我曾經看過它的話 , 那就是力量 。
i witnessed killing . . .	我目睹殺戮 。
but it hasn't always been easy .	但這並不容易 。
that's the operative word .	那就是操作詞 。
now , the recession .	現在 , 退休 。
the mechanism isn't clear .	機制並不清楚 。
a terrorist attack .	恐怖襲擊 。
they hoped that other people would do so .	他們希望其他人會這麼做 。
it's on this side of the brain .	它在大腦的這一邊 。
" did anybody hear that ? "	「 有人聽過嗎 ? 」
and within it , the amazement .	在它之內 , 迷人 。
on some days , i could do no work .	幾天 , 我無法工作 。
brownway: good morning .	布朗:早上好 。
it's not too difficult to do that .	這不是太難做到的 。
how many followers have i gained ?	我有多少追隨者 ?
today's its debut .	現今它的債務 。
and we have taken pictures like this .	我們拍了像這樣的照片 。
tw: show me the data .	威廉:給我看數據 。
thank you very much for your attention .	謝謝
and we're going to do it .	我們要做 。
well , wait a minute .	等一下 。
he doesn't need adam .	他不需要亞當 。
so , how did it just do that ?	所以 , 這怎麼做 ?
there he's starting to walk .	他開始走路 。
and here are the ducks again .	這是鴨子 。
you see how this works , right ?	你可以看到這是如何運作的 , 對吧 ?
and be clearheaded about it .	很明顯的說法 。
show me the evidence . "	給我看證據 。 」
we thought of people as a liability .	我們認為人們是有能力的 。
he called them " partons . "	他稱之為 「 零件 」 。
we actually have to do something about it .	我們必須做點什麼 。
and the other way is to share stories .	另一種方式是分享故事 。
so here's the quiz .	這裡是z 。
that is how our women dress .	這就是我們的女性服飾的方式 。
i've been that ahole .	我一直這樣做 。
we should retain those people .	我們應該維持那些人 。
and this is where the story begins .	這就是故事開始的地方 。
and so this is what i tell them .	這就是我告訴他們的事 。
it's just the way it is .	它只是這樣 。
it did have a ram pack .	它的確有拉姆包 。
ninetyseven percent .	97% 。
hk: yay .	hk:好 。
and yeah , we're there .	是的 , 我們在那裡 。
now let's look to the future .	現在讓我們來看看未來 。
and they masturbated .	牠們會配對 。
that's in the united states .	這是美國 。
that's what i want to know .	這就是我想要知道的 。
