maybe you've thought about them , too .	也許你也想過他們 。
this is not a real incision .	這不是真正的啟發 。
because the data just doesn't lie .	因為這些數據沒有謊言 。
that's what broke my heart .	這就是我心碎的 。
but there's an important caveat .	但有個很重要的洞穴 。
so to do that , it's easy .	為了做到這一點 , 很容易 。
you're very happy about this part .	你對這個部分感到很高興 。
it didn't exactly work out that way .	不是這樣做 。
or how about 'ball' ? "	或者 , 「 球怎麼會呢 ? 」
you know , i bet you are too .	各位都知道 , 我也打賭你 。
it's a difficult place to work in .	很難在裡面工作 。
who is going to take care of my child ?	誰會照顧我的孩子呢 ?
why do you feel sorry for them ?	為什麼你對他們感到抱歉 ?
most girls end up pregnant .	大部分的女孩最後都懷孕了 。
your parents were peaceful people .	你的父母和平 。
let's talk about a few of them .	我們來談談其中一些 。
that's power if i ever saw it .	如果我看到它的話 , 那就有權力了 。
i witnessed killing . . .	我目睹了殺戮 。
but it hasn't always been easy .	但它並不總是容易 。
that's the operative word .	這是運作的詞彙 。
now , the recession .	現在 , 收穫 。
the mechanism isn't clear .	機制並不清楚 。
a terrorist attack .	恐怖分子攻擊 。
they hoped that other people would do so .	他們希望其他人會這麼做 。
it's on this side of the brain .	在大腦的這一邊 。
" did anybody hear that ? "	「 有人聽過嗎 ? 」
and within it , the amazement .	在它之內 , 驚人的 。
on some days , i could do no work .	幾天 , 我做不到 。
brownway: good morning .	布朗:早上好 。
it's not too difficult to do that .	這樣做不太困難 。
how many followers have i gained ?	我得到了多少追隨者 ?
today's its debut .	今天的預算 。
and we have taken pictures like this .	我們拍攝了像這樣的照片 。
tw: show me the data .	tw:給我看數據 。
thank you very much for your attention .	謝謝大家的注意力 。
and we're going to do it .	我們要這麼做 。
well , wait a minute .	等一下 。
he doesn't need adam .	他不需要亞當 。
so , how did it just do that ?	所以 , 那怎麼做呢 ?
there he's starting to walk .	他開始走路 。
and here are the ducks again .	這是鴨子 。
you see how this works , right ?	你可以看到這是如何運作的 , 對吧 ?
and be clearheaded about it .	很明顯地 , 大家都知道 。
show me the evidence . "	給我看證據 。 」
we thought of people as a liability .	我們把人們視為是有能力的 。
he called them " partons . "	他稱之為 「 零件 」 。
we actually have to do something about it .	我們必須做點什麼 。
and the other way is to share stories .	另一種方式是分享故事 。
so here's the quiz .	所以 , 這裡是z 。
that is how our women dress .	這就是我們女性穿的 。
i've been that ahole .	我已經這樣做了 。
we should retain those people .	我們應該維持那些人 。
and this is where the story begins .	這是故事開始的地方 。
and so this is what i tell them .	這就是我所說的 。
it's just the way it is .	只是這樣 。
it did have a ram pack .	它的確有一塊拉姆包 。
