maybe you've thought about them , too .	也許你也想過他們 。
this is not a real incision .	這不是真正的關聯 。
because the data just doesn't lie .	因為數據只是沒有謊言 。
that's what broke my heart .	這就是我的心碎了 。
but there's an important caveat .	但有個很重要的洞穴 。
so to do that , it's easy .	所以 , 要做到這一點 , 很容易 。
you're very happy about this part .	你對這個部分非常開心 。
it didn't exactly work out that way .	這並不完全有效 。
or how about 'ball' ? "	或 「 球會怎麼辦 ? 」
you know , i bet you are too .	你知道 , 我也打賭你 。
it's a difficult place to work in .	這是一個很難工作的地方 。
who is going to take care of my child ?	誰會照顧我的孩子 ?
why do you feel sorry for them ?	為什麼你對他們感到很抱歉 ?
most girls end up pregnant .	大部分的女孩最後都會懷孕 。
your parents were peaceful people .	你父母是和平的人 。
let's talk about a few of them .	咱們來談談其中幾個 。
that's power if i ever saw it .	如果我曾經看過它的話 , 那就是權力 。
i witnessed killing . . .	我見證了殺戮 。
but it hasn't always been easy .	但它並不總是容易 。
that's the operative word .	這就是操作詞 。
now , the recession .	現在 , 衰退 。
the mechanism isn't clear .	機制並不清楚 。
a terrorist attack .	恐怖攻擊 。
they hoped that other people would do so .	他們希望其他人會這樣做 。
it's on this side of the brain .	它在大腦的這一邊 。
" did anybody hear that ? "	「 有人聽到了嗎 ? 」
and within it , the amazement .	在它之內 , 令人驚訝 。
on some days , i could do no work .	幾天 , 我做不到 。
brownway: good morning .	布朗克:早安 。
it's not too difficult to do that .	這樣做並不難 。
how many followers have i gained ?	我得到了多少追隨者 ?
today's its debut .	今天的預算是 。
and we have taken pictures like this .	我們有像這樣的照片 。
tw: show me the data .	彼得:讓我看看數據 。
thank you very much for your attention .	非常感謝你們的注意 。
and we're going to do it .	我們要這樣做 。
well , wait a minute .	等一下 。
he doesn't need adam .	他不需要亞當 。
so , how did it just do that ?	所以 , 這怎麼做呢 ?
there he's starting to walk .	他開始走路 。
and here are the ducks again .	這又是鴨子 。
you see how this works , right ?	你可以看到這是怎麼運作的 , 對吧 ?
and be clearheaded about it .	很明顯的說法 。
show me the evidence . "	給我看證據 。 」
we thought of people as a liability .	我們認為人們是有能力的 。
he called them " partons . "	他稱之為 「 零件 」 。
we actually have to do something about it .	我們必須做點什麼 。
and the other way is to share stories .	另一種方式是分享故事 。
so here's the quiz .	所以 , 這裡是烏茲 。
that is how our women dress .	這就是我們的女性穿著的方式 。
i've been that ahole .	我一直這樣做 。
we should retain those people .	我們應該要維持這些人 。
and this is where the story begins .	這就是故事開始的地方 。
and so this is what i tell them .	這就是我告訴他們的 。
it's just the way it is .	它只是它的方式 。
it did have a ram pack .	它確實有一塊激進包裝 。
ninetyseven percent .	93% 。
hk: yay .	哈克:好 。
and yeah , we're there .	是的 , 我們在那裡 。
now let's look to the future .	現在我們來看看未來 。
and they masturbated .	他們對此感到困惑 。
that's in the united states .	這是美國 。
that's what i want to know .	這就是我想要知道的 。
we're talking about our mind .	我們在談論我們的心智 。
and he showed her the lever .	他向她展示了這條路 。
i don't know the answers .	我不知道答案 。
right ? how do you capture that ?	對吧 ? 你要如何捕捉到呢 ?
we got to our campsite .	我們要到我們的營地 。
he talked to me about his children .	他跟我談到他的孩子 。
now people had to take an action .	現在人們必須採取行動 。
that's an easy question , right ?	這是個簡單的問題 , 對吧 ?
what about the rest of the pie ?	那其他的藥呢 ?
nn: thank you for asking .	娜:謝謝你要問 。
why am i telling you this story ?	為什麼我要告訴你這個故事 ?
now we say , oh , my god .	現在我們說 , 喔 , 我的天啊 。
" will my kid be all right ? "	「 我的孩子會是對的嗎 ? 」
the greenest class in new york city .	紐約最綠的課 。
can never tell if it's on .	永遠不會知道它是否存在 。
phone: hey , where are you ?	電話:嘿 , 你在哪裡 ?
and her voice was the most powerful voice .	她的聲音是最強大的聲音 。
oh , look how it lies there .	喔 , 看看那裡的謊言 。
gone , gone , gone .	去了 , 去了 , 去了 。
the answer is: a power plant .	答案是:電廠 。
that's a great arm protection !	那是個很棒的手臂保護 !
i write for those same reasons .	我寫了同樣的理由 。
everybody: i am my connectome .	每個人都:我是我的連結 。
so what happened in colombia ?	所以哥倫比亞發生了什麼事 ?
what will brain theory look like ?	大腦理論會是什麼樣子 ?
titans need not apply .	泰坦人不需要申請 。
" and you know , how about us ?	「 你知道 , 我們怎麼辦 ?
women lie more to protect other people .	女性更謊言來保護別人 。
so , how cheap is it ?	所以 , 價格有多便宜 ?
this fish actually has high beams .	這條魚其實有高水流 。
and i remember thinking , this is it .	我記得我在想 , 這是它 。
monkey has like you have .	猴子就像你一樣 。
bg: don't go away .	bg:別走了 。
and we need to do their work now .	我們現在需要做他們的工作 。
and it looked kind of like this .	它看起來像這樣 。
" why do you invest in new ideas ?	「 你為什麼要投資新點子 ?
do you have safe housing ? "	你有安全的住房嗎 ? 」
light is incredibly fast .	光速非常快 。
and the light goes through that hole .	光穿越那個洞 。
you can wait as long as you want .	你可以等到你想要的時候 。
i'm going to show you this .	我要給各位看 。
a person can never be broken .	一個人永遠不會被破壞 。
and number four: find joy .	第四:找到喜悅 。
people don't build anything this way .	人們不會這樣建造任何東西 。
see , i'm an artist .	我是個藝術家 。
we did the design for that 2008 .	我們為2008年做了設計 。
what if you just see or hear it ?	如果你只是看到或聽見它呢 ?
we are in excellent company .	我們在很棒的公司 。
these are quadcopters .	這些是四軸編碼器 。
one is that we are always teaching .	第一 , 我們總是在教導 。
and i finally have stabilized .	最後我終於穩定了 。
that's a little bit scary .	這有點可怕 。
what about energy conservation ?	那麼能源保育呢 ?
now i think it's too easy .	我覺得這太容易了 。
they’re thinking about the same things .	他們在思考同樣的事情 。
fellas , we are the problem .	費洛斯 , 我們是問題 。
i flew here yesterday .	昨天我飛到這裡 。
he even reached 105 meters .	他甚至接觸了105公尺 。
most people fled abroad .	大部分的人都逃離了阿拉伯 。
and sometimes they just capture stars .	有時他們只是捕捉星星 。
and it's a madeup word .	這是個很蠢的詞 。
it remembers that it's cancer .	它記得它是癌症 。
got a very short clip here .	這裡有個很短的影片 。
how are you sleeping ?	你是怎麼睡的 ?
you can start to know where things are .	你可以開始知道事情在哪裡 。
here is a computer simulation .	這是電腦模擬 。
now , that was a long time ago .	那是很久以前的事 。
so let's look to the future .	讓我們來看看未來 。
how do you get around it , though ?	不過 , 你要如何繞過它呢 ?
the west should try it out .	西方國家應該試試 。
you need to measure all of them .	你需要測量它們的所有 。
let's take a step back .	讓我們退一步 。
it's pretty obvious , right ?	這很明顯 , 對吧 ?
i happen to have triplets .	我剛好有三次 。
we actually do it all the time .	我們經常這樣做 。
nm: okay . sure .	娜:好 。 當然 。
there were many other things to do .	還有很多其他事情要做 。
so what's going to happen ?	那會發生什麼事 ?
we started with sports .	我們從運動開始 。
okay , what about the sun ?	好 , 那太陽呢 ?
dc: there we go .	dc:我們去了 。
it's actually about three percent .	事實上 , 大約有3% 。
and i said , " yes . "	我說: 「 是的 。 」
you really can make this change happen .	你真的可以做出改變 。
and they just make better decisions .	他們只是做出更好的決定 。
and what did they notice ?	他們注意到什麼 ?
there's nothing special about it .	沒有什麼特別的地方 。
thank you , thank you so much .	謝謝 , 謝謝大家 。
now , think just for a second .	現在 , 想想看 。
imagine that orchestration .	想像一下 , 那間森林 。
first up is dual processing .	首先 , 是雙重的處理 。
well , i started feeling stronger .	嗯 , 我開始感覺更強 。
and they didn't stop there .	他們沒有停在那裡 。
the first is intensity .	第一是強度 。
but that care means also you learn .	但這也意味著你也學會了 。
and people can walk on the building .	人們可以在建築上走 。
and little moments in my life .	我人生中的小時刻 。
this is my final piece .	這是我的最後一件作品
because we all stem from africa .	因為我們都來自非洲 。
meet my friend jonathan .	見面我的朋友喬納森 。
many of you will know this picture .	你們當中很多人都知道這張照片 。
they put it online for free .	他們把它放到網路上 。
the rest is in storage .	剩下的是儲存 。
that case is under appeal .	那個案例在吸引力下 。
no , no . the other way .	不 , 不 , 另一方面 。
sn: where . where .	sn:哪裡 。
i didn't put him in .	我沒有把他放進去 。
you're critical .	你很重要 。
she's worried .	她擔心 。
it's loneliness .	這是孤獨 。
well , this is bad cop .	這是很糟糕的警察 。
get uniformitarian .	得到單位主義者 。
and let me just show you that .	讓我給你們看 。
but i can taste things .	但我可以嚐到一些東西 。
they're just like everyone else .	他們和其他人一樣 。
and i'll tell you why .	我要告訴各位為什麼 。
in fact , it's not .	事實上 , 這不是 。
and protest is only one .	抗議只是一個 。
he was an observer .	他是個觀察者 。
and that's what you get .	這就是你所得到的 。
it's easy to bend .	很容易彎曲 。
my story is the power of choice .	我的故事是選擇的力量 。
we have to fix our media .	我們必須修復我們的媒體 。
he looked happy to see me .	他很高興看到我 。
first: financial .	第一:財務 。
and i believe the answer is yes .	我相信答案是對的 。
we'd like to understand that .	我們想要了解這一點 。
we can change the incentive .	我們可以改變動機 。
how are we going to get that ?	我們要怎麼做到呢 ?
so what were we going to do ?	所以我們要怎麼做 ?
think for a moment about your car .	想想你的車子 。
so what is it that we fear ?	所以 , 我們害怕什麼 ?
it’s her job to learn .	她的工作是要學習 。
and the short answer is games .	簡短的答案是遊戲 。
this is an ecological network .	這是一個生態網路 。
