maybe you've thought about them , too .	也許你也想過他們 。
this is not a real incision .	這不是真正的激情 。
because the data just doesn't lie .	因為數據並不謊言 。
that's what broke my heart .	這就是我的心碎 。
but there's an important caveat .	但有個很重要的洞穴 。
so to do that , it's easy .	為了做到這一點 , 很容易 。
you're very happy about this part .	你對這部分很高興 。
it didn't exactly work out that way .	這不是這樣運作的 。
or how about 'ball' ? "	或 「 球 」 呢 ?
you know , i bet you are too .	你知道 , 我打賭你們也是 。
it's a difficult place to work in .	這是一個很難工作的地方 。
who is going to take care of my child ?	誰會照顧我的孩子 ?
why do you feel sorry for them ?	為什麼對他們感到抱歉 ?
most girls end up pregnant .	大多數女孩最後都懷孕了 。
your parents were peaceful people .	你的父母和平 。
let's talk about a few of them .	我們來談談其中幾個 。
that's power if i ever saw it .	如果我看過它 , 這是力量 。
i witnessed killing . . .	我見證了殺人 。
but it hasn't always been easy .	但它並不容易 。
that's the operative word .	這是一個操作詞
now , the recession .	現在 , 退休 。
the mechanism isn't clear .	機制並不清楚 。
a terrorist attack .	恐怖襲擊 。
they hoped that other people would do so .	他們希望其他人這樣做 。
it's on this side of the brain .	它在大腦的這一邊 。
" did anybody hear that ? "	「 有人聽過嗎 ? 」
and within it , the amazement .	在它之內 , 令人驚訝 。
on some days , i could do no work .	有些時候 , 我無法工作 。
brownway: good morning .	班:早上好 。
it's not too difficult to do that .	這樣做並不難 。
how many followers have i gained ?	我得到了多少追隨者 ?
today's its debut .	今天的預算 。
and we have taken pictures like this .	我們拍了這樣的照片 。
tw: show me the data .	tw:給我看數據 。
thank you very much for your attention .	非常感謝你的注意力
and we're going to do it .	我們要這樣做 。
well , wait a minute .	等一下 。
he doesn't need adam .	他不需要亞當 。
so , how did it just do that ?	所以 , 這怎麼辦 ?
there he's starting to walk .	他開始走路 。
and here are the ducks again .	這是鴨子 。
you see how this works , right ?	你可以看到這是怎麼運作的 , 對吧 ?
and be clearheaded about it .	很明顯的說法 。
show me the evidence . "	給我看證據 。 」
we thought of people as a liability .	我們認為人們是有能力的 。
he called them " partons . "	他稱他們為 「 零件 」 。
we actually have to do something about it .	我們必須做點什麼 。
and the other way is to share stories .	另一種方式是分享故事 。
so here's the quiz .	這裡是z 。
that is how our women dress .	這就是我們女性穿著的方式 。
i've been that ahole .	我一直這樣做 。
we should retain those people .	我們應該保持這些人 。
and this is where the story begins .	這是故事開始的地方 。
and so this is what i tell them .	這就是我告訴他們的 。
it's just the way it is .	它就是這樣 。
it did have a ram pack .	它的確有rampack 。
ninetyseven percent .	97% 。
hk: yay .	哈克:好 。
and yeah , we're there .	是的 , 我們在那裡 。
now let's look to the future .	讓我們來看看未來 。
and they masturbated .	牠們會模仿 。
that's in the united states .	那是美國 。
that's what i want to know .	這就是我想要知道的 。
we're talking about our mind .	我們正在談論我們的心智 。
and he showed her the lever .	他給她看了槓桿 。
i don't know the answers .	我不知道答案 。
right ? how do you capture that ?	對吧 ? 你要如何捕捉到它 ?
we got to our campsite .	我們到我們的營地 。
he talked to me about his children .	他跟我談他的小孩 。
now people had to take an action .	現在人們必須採取行動 。
that's an easy question , right ?	這是個簡單的問題 , 對吧 ?
what about the rest of the pie ?	其他的藥呢 ?
nn: thank you for asking .	娜:謝謝 。
why am i telling you this story ?	為什麼我要告訴你這個故事 ?
now we say , oh , my god .	現在我們說 , 噢 , 我的天啊 。
" will my kid be all right ? "	「 我的孩子會是對的嗎 ? 」
the greenest class in new york city .	紐約市最綠色的課堂
can never tell if it's on .	永遠不會知道它是否存在 。
phone: hey , where are you ?	電話:嘿 , 你在哪裡 ?
and her voice was the most powerful voice .	她的聲音是最強大的聲音 。
oh , look how it lies there .	噢 , 看看它是怎麼說的 。
gone , gone , gone .	去了 , 去了 , 去了 。
the answer is: a power plant .	答案是:電廠 。
that's a great arm protection !	這是很棒的手臂保護 !
i write for those same reasons .	我寫了同樣的理由 。
everybody: i am my connectome .	每個人都:我是我的連結 。
so what happened in colombia ?	哥倫比亞發生了什麼事 ?
what will brain theory look like ?	大腦理論會是什麼樣子 ?
titans need not apply .	泰坦人不需要應用程式 。
