maybe you've thought about them , too .	也許你也想過他們 。
this is not a real incision .	這不是真正的意外 。
because the data just doesn't lie .	因為資料不僅是謊言 。
that's what broke my heart .	這就是我心碎的 。
but there's an important caveat .	但有很重要的洞穴 。
so to do that , it's easy .	為了做到這一點 , 很容易 。
you're very happy about this part .	你很高興這個部分 。
it didn't exactly work out that way .	這不是這樣運作的 。
or how about 'ball' ? "	或者 , 關於ballll的呢 ? 」
you know , i bet you are too .	我知道 , 我也相信你 。
it's a difficult place to work in .	很難在的地方工作 。
who is going to take care of my child ?	誰會照顧我的孩子 ?
why do you feel sorry for them ?	為什麼你對他們感到很抱歉 ?
most girls end up pregnant .	大部分女孩最後都懷孕了 。
your parents were peaceful people .	你父母是和平的人 。
let's talk about a few of them .	我們來談談其中一些 。
that's power if i ever saw it .	如果我曾經見過它 。
i witnessed killing . . .	我目睹殺戮 。
but it hasn't always been easy .	但它並不總是很容易 。
that's the operative word .	這是典型的字 。
now , the recession .	現在 , 退休 。
the mechanism isn't clear .	機制不清楚 。
a terrorist attack .	恐怖攻擊 。
they hoped that other people would do so .	他們希望其他人會這樣做 。
it's on this side of the brain .	它在大腦的另一邊 。
" did anybody hear that ? "	「 有人聽過嗎 ? 」
and within it , the amazement .	在裡面 , 紀念館 。
on some days , i could do no work .	有些時候 , 我沒辦法工作 。
brownway: good morning .	布朗:早晨好 。
it's not too difficult to do that .	這不是很難做到的 。
how many followers have i gained ?	我收集了多少追隨者 ?
today's its debut .	現今 , 它的貢獻 。
and we have taken pictures like this .	我們拍攝像這樣的照片 。
tw: show me the data .	tw:給我看數據 。
thank you very much for your attention .	謝謝你們的注意力 。
and we're going to do it .	我們要做這件事 。
well , wait a minute .	等一下 , 等一下 。
he doesn't need adam .	他不需要亞當人 。
so , how did it just do that ?	那麼 , 這怎麼做 ?
there he's starting to walk .	他開始走路 。
and here are the ducks again .	這是鴨子 。
you see how this works , right ?	你可以看到這是怎麼運作的 , 對吧 ?
and be clearheaded about it .	很明顯地 , 很清楚 。
show me the evidence . "	給我看證 。 」
we thought of people as a liability .	我們認為人們是能力的 。
he called them " partons . "	他稱之為 「 零件 」 。
we actually have to do something about it .	我們必須做點什麼 。
and the other way is to share stories .	另一種方式是分享故事 。
so here's the quiz .	這裡是sz 。
that is how our women dress .	這就是我們女性的駕駛 。
i've been that ahole .	我一直這樣做 。
we should retain those people .	我們應該維持這些人 。
and this is where the story begins .	這是故事開始的地方 。
and so this is what i tell them .	這就是我告訴他們的 。
it's just the way it is .	它只是這樣 。
it did have a ram pack .	它有種種種族包裝 。
ninetyseven percent .	95% 。
hk: yay .	hk:yay 。
and yeah , we're there .	是的 , 我們在那裡 。
now let's look to the future .	現在我們來看看未來 。
and they masturbated .	牠們很驚訝 。
that's in the united states .	這是美國 。
that's what i want to know .	這就是我想要知道的 。
we're talking about our mind .	我們談論我們的心智 。
and he showed her the lever .	他給她看了她的葉子 。
i don't know the answers .	我不知道答案 。
right ? how do you capture that ?	對吧 ? 你要如何捕捉到 ?
we got to our campsite .	我們到了我們的營地 。
he talked to me about his children .	他跟我談他的孩子 。
now people had to take an action .	現在人們必須採取行動
that's an easy question , right ?	這是個很簡單的問題 , 對吧 ?
what about the rest of the pie ?	其餘的藥呢 ?
nn: thank you for asking .	nn:謝謝你問 。
why am i telling you this story ?	為什麼我要告訴各位這個故事 ?
now we say , oh , my god .	現在我們說 , 喔 , 我的神 。
" will my kid be all right ? "	「 我的孩子會是對的嗎 ? 」
the greenest class in new york city .	紐約市最綠色的教室 。
can never tell if it's on .	永遠不會知道是否存在 。
phone: hey , where are you ?	電話:嘿 , 你在哪裡 ?
and her voice was the most powerful voice .	她的聲音是最強大的聲音 。
oh , look how it lies there .	喔 , 看看那裡的謊言 。
gone , gone , gone .	去吧 , 去吧 , 去吧 。
the answer is: a power plant .	答案是:權力植物 。
that's a great arm protection !	這是一個很棒的軍隊保護區 !
i write for those same reasons .	我寫同樣的理由 。
everybody: i am my connectome .	大家:我是我的連結 。
so what happened in colombia ?	所以在哥倫比亞發生了什麼事 ?
what will brain theory look like ?	大腦理論是什麼樣子 ?
titans need not apply .	組織不需要應用 。
